Sbswat,critical_0_level,critical_10_level,critical_20_level,critical_30_level,critical_40_level,critical_50_level
92,0.0,-0.10550000000000004,-0.21100000000000002,-0.3165,-0.42200000000000004,-0.5275
93,0.0,-0.06116666666666665,-0.12233333333333332,-0.1835,-0.24466666666666664,-0.30583333333333335
94,0.0,-0.10116666666666663,-0.2023333333333333,-0.3035,-0.4046666666666666,-0.5058333333333334
95,0.0,-0.17466666666666675,-0.3493333333333334,-0.524,-0.6986666666666668,-0.8733333333333334
96,0.0,-0.10116666666666663,-0.2023333333333333,-0.3035,-0.4046666666666666,-0.5058333333333334
97,0.0,-0.08716666666666667,-0.17433333333333334,-0.2615,-0.3486666666666667,-0.43583333333333335
98,0.0,-0.059666666666666646,-0.11933333333333332,-0.179,-0.23866666666666664,-0.29833333333333334
99,0.0,-0.08099999999999996,-0.16199999999999998,-0.243,-0.32399999999999995,-0.40499999999999997
100,0.0,-0.05883333333333335,-0.11766666666666667,-0.1765,-0.23533333333333334,-0.29416666666666663
101,0.0,-0.18800000000000006,-0.376,-0.564,-0.752,-0.94
102,0.0,-0.05883333333333335,-0.11766666666666667,-0.1765,-0.23533333333333334,-0.29416666666666663
103,0.0,-0.0656666666666667,-0.13133333333333336,-0.197,-0.2626666666666667,-0.32833333333333337
104,0.0,-0.05666666666666664,-0.11333333333333331,-0.16999999999999996,-0.22666666666666663,-0.28333333333333327
105,0.0,-0.0628333333333333,-0.12566666666666665,-0.1885,-0.2513333333333333,-0.31416666666666665
106,0.0,-0.08083333333333337,-0.16166666666666668,-0.2425,-0.32333333333333336,-0.4041666666666667
107,0.0,-0.09850000000000003,-0.197,-0.2955,-0.394,-0.4925
108,0.0,-0.05049999999999999,-0.101,-0.1515,-0.202,-0.2525
109,0.0,-0.14,-0.28,-0.42000000000000004,-0.56,-0.7
110,0.0,-0.05183333333333334,-0.10366666666666666,-0.1555,-0.20733333333333331,-0.25916666666666666
111,0.0,-0.044999999999999984,-0.09,-0.135,-0.18,-0.225
112,0.0,-0.22383333333333333,-0.44766666666666666,-0.6715,-0.8953333333333333,-1.1191666666666666
113,0.0,-0.1815,-0.363,-0.5445,-0.726,-0.9075
114,0.0,-0.0661666666666667,-0.13233333333333336,-0.1985,-0.2646666666666667,-0.33083333333333337
115,0.0,-0.10133333333333339,-0.20266666666666666,-0.304,-0.4053333333333333,-0.5066666666666666
116,0.0,-0.16083333333333327,-0.32166666666666666,-0.4825,-0.6433333333333333,-0.8041666666666667
117,0.0,-0.08449999999999996,-0.16899999999999998,-0.2535,-0.33799999999999997,-0.4225
118,0.0,-0.10000000000000003,-0.2,-0.3,-0.4,-0.5
119,0.0,-0.2293333333333334,-0.45866666666666667,-0.688,-0.9173333333333333,-1.1466666666666665
120,0.0,0.0,0.0,0.0,0.0,0.0
121,0.0,0.0,0.0,0.0,0.0,0.0
122,0.0,0.0,0.0,0.0,0.0,0.0
123,0.0,0.0,0.0,0.0,0.0,0.0
124,0.0,0.0,0.0,0.0,0.0,0.0
125,0.0,0.0,0.0,0.0,0.0,0.0
126,0.0,0.0,0.0,0.0,0.0,0.0
127,0.0,0.0,0.0,0.0,0.0,0.0
128,0.0,-0.0021666666666666657,-0.004333333333333333,-0.0065,-0.008666666666666666,-0.010833333333333334
129,0.0,-0.0011666666666666665,-0.002333333333333333,-0.0034999999999999996,-0.004666666666666666,-0.005833333333333334
130,0.0,0.0,0.0,0.0,0.0,0.0
131,0.0,-0.0021666666666666657,-0.004333333333333333,-0.0065,-0.008666666666666666,-0.010833333333333334
132,0.0,0.0,0.0,0.0,0.0,0.0
133,0.0,0.0,0.0,0.0,0.0,0.0
134,0.0,-0.12216666666666665,-0.24433333333333335,-0.3665,-0.4886666666666667,-0.6108333333333333
135,0.0,-0.07966666666666666,-0.15933333333333333,-0.239,-0.31866666666666665,-0.3983333333333333
136,0.0,0.0,0.0,0.0,0.0,0.0
137,0.0,-0.00016666666666666674,-0.0003333333333333334,-0.0005,-0.0006666666666666668,-0.0008333333333333334
138,0.0,-0.013999999999999985,-0.027999999999999962,-0.04199999999999995,-0.055999999999999925,-0.06999999999999991
139,0.0,-0.024500000000000008,-0.049,-0.0735,-0.098,-0.1225
140,0.0,-0.03666666666666665,-0.07333333333333333,-0.11,-0.14666666666666667,-0.18333333333333335
141,0.0,-0.07816666666666666,-0.15633333333333332,-0.2345,-0.31266666666666665,-0.3908333333333333
142,0.0,-0.13183333333333336,-0.2636666666666667,-0.3955000000000001,-0.5273333333333334,-0.6591666666666667
143,0.0,-0.014666666666666661,-0.02933333333333333,-0.044,-0.05866666666666666,-0.07333333333333333
144,0.0,-0.041833333333333333,-0.08366666666666667,-0.1255,-0.16733333333333333,-0.20916666666666667
